#Top: ios   Floorplan: io_1   Part: xc7a100tfgg484-1
#Generated by: jg   on: Sat Aug 29 22:36:19 2020
#Build: Vivado v2019.2   by: xbuild   on: Wed Nov  6 21:39:14 MST 2019
#Package Version: FINAL 2012-11-02
#Package Pin Delay Version: VERS. 2.0 2012-11-02

################################################################################
#INVALID / INCOMPLETE PINOUT
#There are 1 unassigned signals in this design. The last 1 rows of this file list these signals.
################################################################################

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
15,M16,IOB_X0Y101,IO_L24N_T3_RS0_15,81.873,82.696,,,io_l24n_t3_rs0_15,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
15,M17,IOB_X0Y100,IO_25_15,41.287,41.702,,,io_25_15,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,F15,IOB_X0Y199,IO_0_16,29.451,29.747,,,io_0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,F13,IOB_X0Y198,IO_L1P_T0_16,68.530,69.219,,,io_l1p_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,F14,IOB_X0Y197,IO_L1N_T0_16,68.933,69.626,,,io_l1n_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,F16,IOB_X0Y196,IO_L2P_T0_16,70.035,70.739,,,io_l2p_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,E17,IOB_X0Y195,IO_L2N_T0_16,73.094,73.828,,,io_l2n_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,C14,IOB_X0Y194,IO_L3P_T0_DQS_16,65.054,65.707,,,io_l3p_t0_dqs_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,C15,IOB_X0Y193,IO_L3N_T0_DQS_16,65.828,66.489,,,io_l3n_t0_dqs_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,E13,IOB_X0Y192,IO_L4P_T0_16,97.022,97.997,,,io_l4p_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,E14,IOB_X0Y191,IO_L4N_T0_16,93.125,94.061,,,io_l4n_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,E16,IOB_X0Y190,IO_L5P_T0_16,67.574,68.253,,,io_l5p_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,D16,IOB_X0Y189,IO_L5N_T0_16,63.834,64.475,,,io_l5n_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,D14,IOB_X0Y188,IO_L6P_T0_16,87.558,88.438,,,io_l6p_t0_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,D15,IOB_X0Y187,IO_L6N_T0_VREF_16,79.595,80.395,,,io_l6n_t0_vref_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,B15,IOB_X0Y186,IO_L7P_T1_16,108.346,109.435,,,io_l7p_t1_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,B16,IOB_X0Y185,IO_L7N_T1_16,108.217,109.304,,,io_l7n_t1_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,C13,IOB_X0Y184,IO_L8P_T1_16,105.934,106.999,,,io_l8p_t1_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,B13,IOB_X0Y183,IO_L8N_T1_16,115.793,116.957,,,io_l8n_t1_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,A15,IOB_X0Y182,IO_L9P_T1_DQS_16,118.087,119.274,,,io_l9p_t1_dqs_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,A16,IOB_X0Y181,IO_L9N_T1_DQS_16,120.387,121.597,,,io_l9n_t1_dqs_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,A13,IOB_X0Y180,IO_L10P_T1_16,130.350,131.660,,,io_l10p_t1_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,A14,IOB_X0Y179,IO_L10N_T1_16,135.522,136.884,,,io_l10n_t1_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,B17,IOB_X0Y178,IO_L11P_T1_SRCC_16,105.944,107.009,,,io_l11p_t1_srcc_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,B18,IOB_X0Y177,IO_L11N_T1_SRCC_16,105.889,106.953,,,io_l11n_t1_srcc_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,D17,IOB_X0Y176,IO_L12P_T1_MRCC_16,113.470,114.610,,,io_l12p_t1_mrcc_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,C17,IOB_X0Y175,IO_L12N_T1_MRCC_16,113.527,114.668,,,io_l12n_t1_mrcc_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,C18,IOB_X0Y174,IO_L13P_T2_MRCC_16,93.606,94.547,,,io_l13p_t2_mrcc_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,C19,IOB_X0Y173,IO_L13N_T2_MRCC_16,98.135,99.122,,,io_l13n_t2_mrcc_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,E19,IOB_X0Y172,IO_L14P_T2_SRCC_16,93.184,94.121,,,io_l14p_t2_srcc_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,D19,IOB_X0Y171,IO_L14N_T2_SRCC_16,88.181,89.067,,,io_l14n_t2_srcc_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,F18,IOB_X0Y170,IO_L15P_T2_DQS_16,92.594,93.524,,,io_l15p_t2_dqs_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,E18,IOB_X0Y169,IO_L15N_T2_DQS_16,90.795,91.707,,,io_l15n_t2_dqs_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,B20,IOB_X0Y168,IO_L16P_T2_16,116.664,117.836,,,io_l16p_t2_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,A20,IOB_X0Y167,IO_L16N_T2_16,109.192,110.290,,,io_l16n_t2_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,A18,IOB_X0Y166,IO_L17P_T2_16,109.215,110.313,,,io_l17p_t2_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,A19,IOB_X0Y165,IO_L17N_T2_16,112.577,113.709,,,io_l17n_t2_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,F19,IOB_X0Y164,IO_L18P_T2_16,92.507,93.436,,,io_l18p_t2_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,F20,IOB_X0Y163,IO_L18N_T2_16,91.558,92.478,,,io_l18n_t2_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,D20,IOB_X0Y162,IO_L19P_T3_16,107.453,108.533,,,io_l19p_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,C20,IOB_X0Y161,IO_L19N_T3_VREF_16,108.468,109.559,,,io_l19n_t3_vref_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,C22,IOB_X0Y160,IO_L20P_T3_16,120.444,121.655,,,io_l20p_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,B22,IOB_X0Y159,IO_L20N_T3_16,118.154,119.341,,,io_l20n_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,B21,IOB_X0Y158,IO_L21P_T3_DQS_16,120.646,121.858,,,io_l21p_t3_dqs_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,A21,IOB_X0Y157,IO_L21N_T3_DQS_16,121.743,122.967,,,io_l21n_t3_dqs_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,E22,IOB_X0Y156,IO_L22P_T3_16,112.825,113.959,,,io_l22p_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,D22,IOB_X0Y155,IO_L22N_T3_16,107.991,109.076,,,io_l22n_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,E21,IOB_X0Y154,IO_L23P_T3_16,99.304,100.302,,,io_l23p_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,D21,IOB_X0Y153,IO_L23N_T3_16,100.866,101.879,,,io_l23n_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,G21,IOB_X0Y152,IO_L24P_T3_16,92.633,93.564,,,io_l24p_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,G22,IOB_X0Y151,IO_L24N_T3_16,95.526,96.486,,,io_l24n_t3_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
16,F21,IOB_X0Y150,IO_25_16,81.621,82.442,,,io_25_16,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,T3,IOB_X1Y99,IO_0_34,98.587,99.577,,,io_0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,T1,IOB_X1Y98,IO_L1P_T0_34,122.943,124.178,,,io_l1p_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,U1,IOB_X1Y97,IO_L1N_T0_34,121.923,123.149,,,io_l1n_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,U2,IOB_X1Y96,IO_L2P_T0_34,134.856,136.211,,,io_l2p_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,V2,IOB_X1Y95,IO_L2N_T0_34,123.456,124.697,,,io_l2n_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,R3,IOB_X1Y94,IO_L3P_T0_DQS_34,122.036,123.262,,,io_l3p_t0_dqs_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,R2,IOB_X1Y93,IO_L3N_T0_DQS_34,121.298,122.517,,,io_l3n_t0_dqs_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,W2,IOB_X1Y92,IO_L4P_T0_34,137.706,139.090,,,io_l4p_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,Y2,IOB_X1Y91,IO_L4N_T0_34,133.148,134.486,,,io_l4n_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,W1,IOB_X1Y90,IO_L5P_T0_34,133.097,134.435,,,io_l5p_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,Y1,IOB_X1Y89,IO_L5N_T0_34,144.271,145.720,,,io_l5n_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,U3,IOB_X1Y88,IO_L6P_T0_34,122.012,123.238,,,io_l6p_t0_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,V3,IOB_X1Y87,IO_L6N_T0_VREF_34,117.065,118.241,,,io_l6n_t0_vref_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AA1,IOB_X1Y86,IO_L7P_T1_34,165.299,166.960,,,io_l7p_t1_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AB1,IOB_X1Y85,IO_L7N_T1_34,167.013,168.692,,,io_l7n_t1_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AB3,IOB_X1Y84,IO_L8P_T1_34,165.133,166.793,,,io_l8p_t1_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AB2,IOB_X1Y83,IO_L8N_T1_34,164.439,166.091,,,io_l8n_t1_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,Y3,IOB_X1Y82,IO_L9P_T1_DQS_34,142.609,144.043,,,io_l9p_t1_dqs_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AA3,IOB_X1Y81,IO_L9N_T1_DQS_34,141.899,143.325,,,io_l9n_t1_dqs_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AA5,IOB_X1Y80,IO_L10P_T1_34,155.537,157.100,,,io_l10p_t1_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AB5,IOB_X1Y79,IO_L10N_T1_34,157.359,158.941,,,io_l10n_t1_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,Y4,IOB_X1Y78,IO_L11P_T1_SRCC_34,138.319,139.709,,,io_l11p_t1_srcc_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AA4,IOB_X1Y77,IO_L11N_T1_SRCC_34,135.395,136.755,,,io_l11n_t1_srcc_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,V4,IOB_X1Y76,IO_L12P_T1_MRCC_34,129.067,130.364,,,io_l12p_t1_mrcc_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,W4,IOB_X1Y75,IO_L12N_T1_MRCC_34,134.684,136.038,,,io_l12n_t1_mrcc_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,R4,IOB_X1Y74,IO_L13P_T2_MRCC_34,92.103,93.029,,,io_l13p_t2_mrcc_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,T4,IOB_X1Y73,IO_L13N_T2_MRCC_34,93.218,94.155,,,io_l13n_t2_mrcc_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,T5,IOB_X1Y72,IO_L14P_T2_SRCC_34,94.150,95.097,,,io_l14p_t2_srcc_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,U5,IOB_X1Y71,IO_L14N_T2_SRCC_34,93.156,94.093,,,io_l14n_t2_srcc_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,W6,IOB_X1Y70,IO_L15P_T2_DQS_34,115.220,116.378,,,io_l15p_t2_dqs_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,W5,IOB_X1Y69,IO_L15N_T2_DQS_34,118.557,119.749,,,io_l15n_t2_dqs_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,U6,IOB_X1Y68,IO_L16P_T2_34,105.309,106.368,,,io_l16p_t2_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,V5,IOB_X1Y67,IO_L16N_T2_34,103.749,104.792,,,io_l16n_t2_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,R6,IOB_X1Y66,IO_L17P_T2_34,89.589,90.490,,,io_l17p_t2_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,T6,IOB_X1Y65,IO_L17N_T2_34,87.637,88.518,,,io_l17n_t2_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,Y6,IOB_X1Y64,IO_L18P_T2_34,108.772,109.865,,,io_l18p_t2_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AA6,IOB_X1Y63,IO_L18N_T2_34,109.285,110.383,,,io_l18n_t2_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,V7,IOB_X1Y62,IO_L19P_T3_34,99.123,100.120,,,io_l19p_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,W7,IOB_X1Y61,IO_L19N_T3_VREF_34,96.798,97.770,,,io_l19n_t3_vref_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AB7,IOB_X1Y60,IO_L20P_T3_34,124.015,125.261,,,io_l20p_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AB6,IOB_X1Y59,IO_L20N_T3_34,113.425,114.565,,,io_l20n_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,V9,IOB_X1Y58,IO_L21P_T3_DQS_34,100.814,101.827,,,io_l21p_t3_dqs_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,V8,IOB_X1Y57,IO_L21N_T3_DQS_34,100.157,101.164,,,io_l21n_t3_dqs_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AA8,IOB_X1Y56,IO_L22P_T3_34,119.658,120.860,,,io_l22p_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,AB8,IOB_X1Y55,IO_L22N_T3_34,119.494,120.695,,,io_l22n_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,Y8,IOB_X1Y54,IO_L23P_T3_34,97.164,98.140,,,io_l23p_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,Y7,IOB_X1Y53,IO_L23N_T3_34,98.945,99.939,,,io_l23n_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,W9,IOB_X1Y52,IO_L24P_T3_34,94.550,95.500,,,io_l24p_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,Y9,IOB_X1Y51,IO_L24N_T3_34,97.702,98.684,,,io_l24n_t3_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
34,U7,IOB_X1Y50,IO_25_34,57.488,58.066,,,io_25_34,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,F4,IOB_X1Y149,IO_0_35,63.665,64.305,,,io_0_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,B1,IOB_X1Y148,IO_L1P_T0_AD4P_35,120.010,121.216,,,io_l1p_t0_ad4p_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,A1,IOB_X1Y147,IO_L1N_T0_AD4N_35,120.645,121.857,,,io_l1n_t0_ad4n_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,C2,IOB_X1Y146,IO_L2P_T0_AD12P_35,112.677,113.809,,,io_l2p_t0_ad12p_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,B2,IOB_X1Y145,IO_L2N_T0_AD12N_35,112.179,113.306,,,io_l2n_t0_ad12n_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,E1,IOB_X1Y144,IO_L3P_T0_DQS_AD5P_35,106.157,107.224,,,io_l3p_t0_dqs_ad5p_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,D1,IOB_X1Y143,IO_L3N_T0_DQS_AD5N_35,105.249,106.307,,,io_l3n_t0_dqs_ad5n_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,E2,IOB_X1Y142,IO_L4P_T0_35,112.544,113.675,,,io_l4p_t0_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,D2,IOB_X1Y141,IO_L4N_T0_35,114.157,115.304,,,io_l4n_t0_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,G1,IOB_X1Y140,IO_L5P_T0_AD13P_35,98.430,99.419,,,io_l5p_t0_ad13p_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,F1,IOB_X1Y139,IO_L5N_T0_AD13N_35,101.016,102.031,,,io_l5n_t0_ad13n_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,F3,IOB_X1Y138,IO_L6P_T0_35,103.447,104.487,,,io_l6p_t0_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,E3,IOB_X1Y137,IO_L6N_T0_VREF_35,99.651,100.652,,,io_l6n_t0_vref_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,K1,IOB_X1Y136,IO_L7P_T1_AD6P_35,108.693,109.786,,,io_l7p_t1_ad6p_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,J1,IOB_X1Y135,IO_L7N_T1_AD6N_35,107.819,108.903,,,io_l7n_t1_ad6n_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,H2,IOB_X1Y134,IO_L8P_T1_AD14P_35,88.444,89.333,,,io_l8p_t1_ad14p_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,G2,IOB_X1Y133,IO_L8N_T1_AD14N_35,89.045,89.940,,,io_l8n_t1_ad14n_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,K2,IOB_X1Y132,IO_L9P_T1_DQS_AD7P_35,96.081,97.046,,,io_l9p_t1_dqs_ad7p_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,J2,IOB_X1Y131,IO_L9N_T1_DQS_AD7N_35,93.883,94.827,,,io_l9n_t1_dqs_ad7n_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,J5,IOB_X1Y130,IO_L10P_T1_AD15P_35,82.890,83.723,,,io_l10p_t1_ad15p_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,H5,IOB_X1Y129,IO_L10N_T1_AD15N_35,84.538,85.388,,,io_l10n_t1_ad15n_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,H3,IOB_X1Y128,IO_L11P_T1_SRCC_35,89.303,90.201,,,io_l11p_t1_srcc_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,G3,IOB_X1Y127,IO_L11N_T1_SRCC_35,92.674,93.605,,,io_l11n_t1_srcc_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,H4,IOB_X1Y126,IO_L12P_T1_MRCC_35,80.993,81.807,,,io_l12p_t1_mrcc_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,G4,IOB_X1Y125,IO_L12N_T1_MRCC_35,81.692,82.513,,,io_l12n_t1_mrcc_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,K4,IOB_X1Y124,IO_L13P_T2_MRCC_35,78.843,79.635,,,io_l13p_t2_mrcc_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,J4,IOB_X1Y123,IO_L13N_T2_MRCC_35,78.460,79.249,,,io_l13n_t2_mrcc_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,L3,IOB_X1Y122,IO_L14P_T2_SRCC_35,93.134,94.070,,,io_l14p_t2_srcc_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,K3,IOB_X1Y121,IO_L14N_T2_SRCC_35,91.461,92.380,,,io_l14n_t2_srcc_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,M1,IOB_X1Y120,IO_L15P_T2_DQS_35,102.889,103.923,,,io_l15p_t2_dqs_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,L1,IOB_X1Y119,IO_L15N_T2_DQS_35,100.192,101.199,,,io_l15n_t2_dqs_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,M3,IOB_X1Y118,IO_L16P_T2_35,95.419,96.378,,,io_l16p_t2_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,M2,IOB_X1Y117,IO_L16N_T2_35,94.417,95.366,,,io_l16n_t2_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,K6,IOB_X1Y116,IO_L17P_T2_35,83.006,83.840,,,io_l17p_t2_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,J6,IOB_X1Y115,IO_L17N_T2_35,81.100,81.915,,,io_l17n_t2_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,L5,IOB_X1Y114,IO_L18P_T2_35,83.247,84.084,,,io_l18p_t2_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,L4,IOB_X1Y113,IO_L18N_T2_35,79.827,80.629,,,io_l18n_t2_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,N4,IOB_X1Y112,IO_L19P_T3_35,103.973,105.018,,,io_l19p_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,N3,IOB_X1Y111,IO_L19N_T3_VREF_35,106.276,107.344,,,io_l19n_t3_vref_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,R1,IOB_X1Y110,IO_L20P_T3_35,117.015,118.191,,,io_l20p_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,P1,IOB_X1Y109,IO_L20N_T3_35,107.039,108.115,,,io_l20n_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,P5,IOB_X1Y108,IO_L21P_T3_DQS_35,95.963,96.928,,,io_l21p_t3_dqs_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,P4,IOB_X1Y107,IO_L21N_T3_DQS_35,92.460,93.389,,,io_l21n_t3_dqs_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,P2,IOB_X1Y106,IO_L22P_T3_35,104.923,105.978,,,io_l22p_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,N2,IOB_X1Y105,IO_L22N_T3_35,102.180,103.207,,,io_l22n_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,M6,IOB_X1Y104,IO_L23P_T3_35,89.488,90.387,,,io_l23p_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,M5,IOB_X1Y103,IO_L23N_T3_35,90.017,90.921,,,io_l23n_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,P6,IOB_X1Y102,IO_L24P_T3_35,88.539,89.429,,,io_l24p_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,N5,IOB_X1Y101,IO_L24N_T3_35,91.766,92.688,,,io_l24n_t3_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
35,L6,IOB_X1Y100,IO_25_35,39.739,40.138,,,io_25_35,UNKNOWN,,,LVCMOS33,12,SLOW,,,,,,,,,,,
216,B6,OPAD_X0Y13,MGTPTXP2_216,73.757,74.498,,,mgtptxp2_216,UNKNOWN,P,mgtptxn2_216,,,,,,,,,,,,,,
216,D7,OPAD_X0Y15,MGTPTXP3_216,50.431,50.938,,,mgtptxp3_216,UNKNOWN,P,mgtptxn3_216,,,,,,,,,,,,,,
